x,y
0.004632023004602859,0.1849188693974177
0.005061583846218687,0.5416453994708438
0.005522117123602399,0.8726417400881397
0.006952130531190703,0.731743245390013
0.009197051616629648,0.8057191804356104
0.01083765148029836,0.6576151855261704
0.010995828658480478,0.6910741305960927
0.011353644767419069,0.8479139181129395
0.012154474689816341,0.2481996761451895
0.013001923510736035,0.48774545597114577
0.013094456588333636,0.21950602277248427
0.014393488629755868,0.9856111968479137
0.014544665667881929,0.9419592556727682
0.015456616528867428,0.0370562110677758
0.016587828927856152,0.702846441830409
0.01811018382084051,0.9219982422502009
0.018221825651549728,0.17728526130194522
0.018390676547466733,0.5645941756357206
0.019710537754364155,0.9116415536694142
0.02007119777772637,0.029957900294237127
0.020584494295802447,0.6932266895171206
0.022469308320117398,0.2923570696775046
0.023271935735825866,0.9190434316522259
0.02431596643145384,0.9652175284839338
0.02535074341545751,0.9379214200555382
0.02538635566034486,0.4678514232769021
0.02541912674409519,0.8556635257865678
0.026366974497252005,0.8376889681907213
0.026511310541621813,0.3121652363708447
0.026532203873819715,0.8219693755290932
0.02709599250348349,0.02976527727294207
0.028782676313338973,0.5881048161579709
0.03050024993904943,0.22084823619988486
0.031183135061284672,0.11099482356670301
0.03142918568673425,0.0672307069262242
0.03353243473577938,0.6852333542594671
0.034388521115218396,0.32825293079619383
0.035942273796742086,0.7120808805536312
0.03654966784809488,0.05224214470522226
0.0366832028905979,0.3020810441799049
0.036886947354532795,0.5261362521111952
0.03734818874921442,0.7770352840444641
0.039312139841098936,0.3036024904143529
0.040728802318970136,0.6096416194605107
0.040775141554763916,0.8696913817778831
0.04086861626647886,0.5995028510730468
0.04315991195057611,0.2147347297667468
0.04521867010618941,0.004417123115099959
0.045227288910538066,0.8501076857579937
0.04530400977204452,0.0012111355807145237
0.04544638034145787,0.8545186136136759
0.04600264202175275,0.5082629093148969
0.046450412719997725,0.9179939203536567
0.046965966775055046,0.7772448031589434
0.05142581348425035,0.9721704925143813
0.05147875124998935,0.3248958372027153
0.0516817211686077,0.7411710763356856
0.05182353682242691,0.375772647411639
0.05476163882203133,0.450711802915317
0.05630327568183735,0.596701258829789
0.056375496650927115,0.8427949961413359
0.057558760016644284,0.9519112470074743
0.05808361216819946,0.735520766704438
0.06107795985486375,0.38160682231029885
0.06337497047276774,0.3824729817260707
0.06355835028602363,0.6984766949507941
0.06505159298527952,0.1978445998899289
0.06570863942835237,0.06872496112656098
0.0664962673667775,0.3118838733437371
0.06707647738842748,0.24376492888860607
0.06936130087516545,0.24987794038480576
0.07056874740042984,0.18557766413118376
0.07118864846022899,-0.006768391186156894
0.07276300636419353,-0.03313013640064738
0.07379656473539886,0.9352878364978366
0.07404465173409036,0.37499239910490983
0.07455064367977082,0.3308364693255176
0.07513778173580876,0.6253282064273886
0.07586332810866392,0.162902092038773
0.07697990982879299,0.8930019203084154
0.07773463696498484,0.7282867706061281
0.07845638134226596,0.030292426542225442
0.08023374566164221,0.35581201622947384
0.08134878064189976,0.8156586822251312
0.08175903194887191,0.8806448092617234
0.08279866792512647,0.40171073840503013
0.08350071669866876,0.5466270967407567
0.08410680611499743,0.09929869790706015
0.08413996499504883,0.9233811671818088
0.08483771408519192,0.16278115889534528
0.085347464993768,0.8730300113975452
0.08534966807864386,0.57994137046512
0.08550853085446808,0.5377777734511111
0.08692028808742369,0.44045534932532465
0.0884925020519195,0.15586345893530512
0.08870253375705561,0.10137469614077829
0.0902897700544083,0.1426861078557881
0.09120610304869037,0.10709042309682003
0.09128667678613356,0.7000998514943166
0.09158207332663415,0.2701382156027535
0.09310276780589921,-0.02475447700218461
0.09367476782809248,0.8855134622382337
0.093981939840869,0.7996616855162281
0.0944429607559284,0.8428220571345325
0.09717649377076854,0.9051240932756258
0.09767211400638387,0.08321793628538572
0.09783416065100148,0.30527163947674196
0.09944139275934516,0.6643373124662642
0.10077800137742665,0.5996489386336771
0.10112267612279024,0.056882267764191405
0.1014715428660321,0.7181676846224343
0.10178247262040374,0.12619248459042448
0.10312386883593261,0.12303730048249736
0.10410858198457384,0.4343160204270445
0.1065982531337718,0.48546088813677774
0.10717201133977605,0.4714815808868503
0.10789142699330445,-0.018536842621208235
0.11005192452767676,0.7631240324898303
0.11063173695520723,0.15009256072931626
0.11119748230615134,0.012859845318451829
0.11203890216805235,0.7703764645667743
0.11323804584075525,0.834813457841688
0.11347352124058907,0.7408024739450011
0.11355759219962902,0.6880168025510768
0.11483682473920354,0.5310788674460801
0.11586905952512971,0.4245252578394465
0.11607264050691624,-0.039775183054779395
0.11689804070836407,0.27994164510038777
0.11706701642760586,0.24381739876202876
0.11752624677710488,0.12990315957335113
0.11775108289014113,0.5930886803063528
0.11816482762165625,0.364657368863737
0.11881791626807192,-0.05157780884817409
0.1195942459383017,0.08587927591492389
0.11976213181925122,0.5485902666110402
0.1198653673336828,-0.05876204393147652
0.12063587110060081,0.7146337037936605
0.12203823484477883,0.3554904845783978
0.12429722348554473,0.33589810075880944
0.12466268120326685,0.4468974790702865
0.12706051265188478,0.6737256093594098
0.12748866233198242,0.19587196492990686
0.12758030279556376,0.5258683697760824
0.12804583895777244,0.41251257381405926
0.12887972191064923,0.11188079050307384
0.12915941515149498,0.7228333380248823
0.13401522845064073,0.6301624290476261
0.13441467693897424,0.4902284725199848
0.13637147558676976,0.6776207128813102
0.1368186309189614,0.6932421958882481
0.13688563006880727,0.5341472365398654
0.13752094414599325,0.66124151914161
0.13882717264941014,0.5184806617431434
0.13927207266338726,0.5000475603308346
0.13935607407282413,0.4383096777012009
0.13949386065204183,0.5720727207984004
0.1397723766262895,-0.022731453706213905
0.14008401523652403,0.6987577690484269
0.14011317576645255,0.6896578090709733
0.14085702037979986,-0.15479806741377033
0.14092422497476265,0.641602967329292
0.14299168205283586,-0.060559402108516264
0.1448948720912231,0.1408306662197714
0.14707348092903794,0.5435903055285325
0.14866272775311296,-0.043310201410989985
0.14991742734877378,0.6105919219845153
0.15041689110352818,0.6234368492842219
0.15167487973275118,0.29542355894340244
0.15190269351229435,-0.20626693014785136
0.15253904291426135,0.07268115123989147
0.15285913918433203,0.4017104147181224
0.1533514031160802,0.7646448668604069
0.1543627152742023,0.4125391984984063
0.1552402459307125,0.038145460589553204
0.15599452033620265,0.4102894926057574
0.15601864044243652,0.31620321691891606
0.15615259736619036,0.5556967935152678
0.15643704267108605,-0.1179469417714156
0.16068137325955567,0.524335394487206
0.16080805141749865,0.30421887224565924
0.16122128725400442,0.7247839798666834
0.16162871409461377,0.10251769851695247
0.1626169393448913,0.39047665937625514
0.1629344270814297,0.6889832691529663
0.1636559428657045,-0.1425849611702883
0.16426579793099294,0.6903952997315848
0.1662833687560794,0.435262844603576
0.16893506307216455,-0.19248410363198665
0.1694927466860925,0.039010576240812056
0.17052412368729153,0.44318954592262205
0.17088758739006582,-0.19870317370261076
0.1716792858483035,0.31377684220376734
0.17231987120162984,0.07558971850366258
0.17320186991001518,0.3479970484942859
0.17329432007084578,-0.2274522334318274
