x1,x2,y
2.9490792269127364,2.863327746520633,1
3.131791453514643,0.5920737017282458,0
5.919650255489829,1.9886327320660038,1
0.0907341378730453,0.17761210419647155,0
8.90701682623806,0.27938705747367787,0
7.409808653600938,0.3848149571667271,0
4.062830591038667,2.2834740783550567,1
2.627014436349566,1.179323414153666,0
4.697558274278598,0.8320913866637644,0
3.4509585865092243,2.4161645402732232,1
7.904502296044528,1.8181661693356097,1
0.9603017281700688,1.0992112290843656,0
4.3127624650840835,2.726860809897721,1
9.731332780177048,2.256318619064139,1
1.1697545801088938,2.528436997120953,0
8.437774334013419,1.2460628837303669,1
7.9742854557682,1.3556508834428032,1
6.953963242301693,1.2195514969293397,1
1.0350661735347233,1.0660065583042588,0
5.095177756965886,2.5197680838702254,1
1.7967072509383475,2.9326228459168604,1
9.214810549061937,2.8419237502118224,1
9.257214197885897,0.5847503710160874,1
0.6699754096675248,1.760711536300152,0
9.355497778208425,2.0519581671594684,1
7.992354390738871,1.5776728544207308,1
4.644012823008886,0.9130405020219623,0
0.6727576939542901,1.420663284760223,0
0.07624907871758846,1.2576046379175034,0
9.959267009787172,2.852934999643538,1
7.803175375706676,2.3718977715231753,1
1.850612293423759,2.762780560921998,1
0.06350037433159539,2.24257920122672,0
8.643009830116984,2.9270853778202435,1
6.881794241654584,2.846861334401454,1
8.860813684770788,0.6337195450380522,1
3.002571647303153,0.6655241304630977,0
1.5824171348099825,1.3252642184900272,0
5.024570457165889,2.365560580448352,1
7.583220891266608,0.2181116277196794,0
4.571190152498978,0.6099770476172657,0
1.6724358660438066,1.6410295619436688,0
1.0012186114066468,0.9909379020787363,0
3.3166794685761705,2.170972147617685,1
8.393768122875354,2.385085937319312,1
5.592621505551385,2.685983193749709,1
8.314376540348526,1.426915767060709,1
6.26499303338943,1.1857972672871793,1
5.782675004372955,2.774457673867625,1
6.780376070566704,0.24878361668126592,0
5.042770121187454,0.2665716501636495,0
5.898013156053608,1.2659979977251923,1
6.374814195615627,2.2329949512701193,1
6.494562573329599,0.9812228543754986,1
6.454519724794991,0.7688281958888596,0
0.47872336807547766,2.357497807827951,0
3.690423799279344,0.09779571270152332,0
3.4990308329635997,1.5523586886500214,1
7.0270613872352925,1.009488233592533,1
9.625724475520087,0.8414758298513151,1
8.641584725094463,2.9504343088161136,1
9.440776526481278,2.2307161396803745,1
7.73591842685598,2.0108829394475682,1
8.875686239360451,2.3143953230183514,1
5.988041566173599,1.1577027951890466,1
9.913528976552268,0.5369794256815142,1
9.574539468545966,0.5863716632347494,1
9.849102792773,2.365406241730539,1
9.993275215574656,2.6470916715696666,1
6.041957539124231,2.5743544508807488,1
5.375806166693847,1.4564406509045773,1
8.624920996479338,1.57686144444342,1
4.2097048816208265,0.29331191481639585,0
0.8178641459572267,0.3870440739273784,0
1.4261245308396242,2.7150525027031733,0
3.8057889482639484,0.7635075394017314,0
4.403123848112863,1.8251370178079025,1
7.50251007329135,2.1985349732653856,1
7.428554304866676,1.0654769547234269,1
6.367669363052744,0.1695332344989935,0
4.477482721600104,1.234228419181742,1
0.04676952218896968,2.9441724140212875,0
8.836808535920046,1.3615036707584844,1
8.54383126432783,1.7949296408754642,1
3.3329880774196887,1.6837575862681362,1
5.718502269392576,1.013387885376114,1
0.9894414020859199,1.260573319473472,0
2.82341115888327,2.903741663680074,1
9.497617466611153,2.4355405789684523,1
4.598594215381652,0.8066424595685099,0
2.1471936544562817,1.6713883193995844,0
8.168906825580653,2.9543301830915416,1
7.819250228128517,2.318128089514521,1
4.5413542709987365,1.2826902726132063,1
5.237648879517314,2.82340600454366,1
3.8352745656923917,0.14489675692986326,0
9.980076911523298,1.5755301286062235,1
9.212256883499215,1.9211841951094684,1
6.938269074924477,2.4867955113239137,1
8.601177167537193,0.46404160965488916,0
0.6381676567955064,0.817575002928298,0
3.4997913619831342,0.2310471908316326,0
7.636236363539406,2.1041235294337883,1
9.724266702094557,0.10602404190845305,0
8.130510958010959,1.0550303423295042,1
2.563236971981533,0.598969230303035,0
8.030057473591977,2.7535280964991125,1
4.19797606276186,2.7933014369265283,1
3.860182403966461,0.9207760381812633,0
5.659240817680784,0.5988934298395383,0
9.242661635475063,1.2809511410384768,1
9.785298616978475,0.5160710170608881,1
8.211098114963868,0.8997331417572334,1
6.9639604377722275,2.8845162660424255,1
5.509161749805339,2.354004550048781,1
9.709033715797151,2.2359814202222132,1
8.38811821903365,1.6338851144417967,1
7.534153388831426,1.2869349814884747,1
9.45965612654435,1.6142710592533376,1
7.972626144809187,1.7378394444497687,1
3.1517943988899066,0.5529095304652011,0
6.189862003970411,2.039328245646786,1
0.5763916045431705,2.4385413396643454,0
7.660083928470669,1.4570652528226842,1
8.633764934162194,1.3294218439965257,1
0.24837025358035003,1.128808757226944,0
6.978051673365794,0.7107212846642414,0
8.940118708828232,2.1842351931131274,1
5.667254617733958,1.980154462694573,1
3.2244822008363574,0.939055502310088,0
0.8398232483801082,0.10345480361505266,0
4.192613362961293,1.5293375637656528,1
9.836933943369239,0.9818235967707668,1
9.292626421141335,2.933616138365223,1
2.672247150270345,2.506020376542433,1
8.1615542691823,0.25301295457171114,0
7.425042602785065,0.8804030633947721,1
6.346079973164138,1.4497086401863424,1
6.4792977487590715,1.8384268330905695,1
7.860155787187404,1.0269279728643956,1
8.092436815442415,1.1677540026748008,1
4.272866908776517,1.212411508579547,1
6.240681665076037,1.7509197649012607,1
7.795437467063904,1.2759956555583427,1
0.9780840805014202,0.2475938267862825,0
4.551267214353704,2.6792642771150224,1
5.418281814800146,1.0052474498809851,1
2.7778918477279033,0.14347327317526015,0
8.818091315591746,0.9954373047981632,1
4.147767280988523,0.6727705242152212,0
7.44257775800529,0.08372399741544989,0
0.596540704844738,0.24852701552578438,0
3.9688477080019577,1.8165941598825615,1
1.5694516536799819,2.43457648658116,0
5.543235962393711,0.8956999578325264,0
7.829636165148322,0.52096002995433,0
7.243796257473777,1.9453893078426745,1
5.882320967492925,1.590655051567967,1
6.45504944536572,2.212522796625154,1
3.5874091524821594,2.830346717533023,1
5.692491078429151,1.0811033699535744,1
9.582470424491138,1.8379894845591966,1
9.471323096099365,2.545644457690571,1
2.076074774829922,1.1164003382249257,0
2.8451043090450034,0.18679070624858696,0
8.77250416114573,2.3781869556552793,1
6.0346438565491365,0.09648664445825383,0
5.615160554108413,1.6344307673642144,1
3.539897371700179,2.083998955730407,1
6.9505837854736106,0.06646369477057423,0
1.8260896957894723,0.47622534413963946,0
5.11386061659055,1.5488775134849422,1
2.6478966505269605,0.9829064183935506,0
6.9898031698107825,2.1093216965599932,1
4.932615392481039,2.412024848712814,1
7.016767329851835,0.21094291042230684,0
